Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,,
C00521,3,9,4.59,4,Tablet,Comedy,North America,Delayed,Premium,No,9,20,3766,0,4,,
C00522,12,7,0.59,3,Smart TV,Romance,South America,Delayed,Basic,Yes,9,49,9646,2,5,,
C00523,1,10,1.95,1,Desktop,Action,Europe,On-Time,Basic,No,10,29,7754,1,4,,
C00524,12,5,2.71,9,Mobile,Documentary,Africa,Delayed,Premium,No,9,26,7194,1,1,,
C00525,6,6,3.78,6,Tablet,Thriller,South America,Delayed,Standard,No,9,39,8193,2,4,,
C00526,6,5,2.69,7,Desktop,Sci-Fi,North America,On-Time,Premium,Yes,1,51,9183,0,1,,
C00527,3,1,2.1,10,Desktop,Comedy,North America,Delayed,Basic,No,7,51,8075,5,3,,
C00528,6,2,2.48,9,Smart TV,Sci-Fi,Asia,On-Time,Premium,Yes,2,19,6963,4,2,,
C00529,1,6,4.32,6,Mobile,Action,Africa,On-Time,Basic,No,10,66,4053,3,5,,
C00530,3,7,4.71,6,Mobile,Action,North America,Delayed,Standard,Yes,4,28,9531,1,5,,
C00531,24,3,1.34,7,Desktop,Thriller,Europe,Delayed,Basic,Yes,1,35,660,0,1,,
C00532,12,7,4.02,2,Desktop,Thriller,Africa,Delayed,Premium,No,8,53,4902,1,3,,
C00533,1,2,0.55,8,Mobile,Romance,Asia,Delayed,Premium,No,2,47,5785,2,3,,
C00534,6,9,2.25,4,Tablet,Drama,North America,Delayed,Premium,Yes,0,68,6448,2,1,,
C00535,12,2,2.31,5,Mobile,Comedy,Asia,On-Time,Premium,No,2,40,1700,0,1,,
C00536,6,2,4.73,2,Tablet,Romance,Africa,On-Time,Premium,No,2,34,3395,1,5,,
C00537,6,4,1.12,5,Laptop,Drama,Europe,On-Time,Premium,Yes,7,19,9356,2,2,,
C00538,12,2,0.5,3,Mobile,Sci-Fi,South America,Delayed,Standard,Yes,7,18,8523,2,5,,
C00539,24,8,0.87,7,Desktop,Documentary,South America,Delayed,Standard,Yes,6,46,9446,2,4,,
C00540,24,10,4.03,8,Mobile,Drama,Europe,Delayed,Premium,Yes,7,44,4761,5,4,,
C00541,3,7,2.42,1,Laptop,Comedy,Africa,On-Time,Standard,No,6,45,6987,4,3,,
C00542,24,3,0.72,9,Smart TV,Comedy,Africa,Delayed,Basic,No,5,47,1911,5,1,,
C00543,1,3,2.33,4,Mobile,Sci-Fi,North America,Delayed,Premium,Yes,4,55,5357,3,1,,
C00544,3,10,1.42,8,Desktop,Documentary,Europe,Delayed,Basic,Yes,0,18,2087,0,3,,
C00545,6,4,2.77,7,Tablet,Drama,Asia,Delayed,Basic,No,7,64,2088,5,5,,
C00546,1,6,3.67,5,Tablet,Romance,Africa,On-Time,Premium,No,7,47,9162,0,2,,
C00547,24,1,2.46,9,Smart TV,Romance,Asia,On-Time,Premium,No,1,54,4212,1,3,,
C00548,3,4,4.6,3,Desktop,Thriller,South America,Delayed,Premium,Yes,3,30,1767,3,2,,
C00549,3,3,0.88,2,Desktop,Sci-Fi,Europe,On-Time,Standard,Yes,6,66,3355,4,1,,
C00550,3,4,0.89,8,Laptop,Action,South America,Delayed,Basic,Yes,0,21,3376,2,1,,
C00551,3,10,1.57,9,Smart TV,Drama,South America,On-Time,Standard,No,1,54,7893,0,2,,
C00552,1,7,0.92,7,Smart TV,Romance,Asia,Delayed,Standard,Yes,4,33,7995,0,1,,
C00553,24,10,0.96,6,Tablet,Romance,South America,Delayed,Basic,Yes,5,26,2921,4,4,,
C00554,12,10,1.86,10,Smart TV,Action,Europe,Delayed,Premium,Yes,4,32,2456,4,1,,
C00555,12,2,3.21,1,Laptop,Thriller,North America,Delayed,Basic,Yes,3,28,1231,3,5,,
C00556,3,4,2.8,5,Desktop,Romance,Africa,Delayed,Basic,No,7,44,3950,1,2,,
C00557,6,9,1.05,5,Smart TV,Documentary,Africa,On-Time,Basic,Yes,9,34,8297,1,5,,
C00558,24,4,3.91,6,Mobile,Documentary,North America,Delayed,Basic,Yes,5,20,4026,3,2,,
C00559,1,7,3.32,7,Smart TV,Drama,Africa,Delayed,Premium,Yes,9,25,909,0,3,,
C00560,3,8,3.08,9,Mobile,Drama,South America,On-Time,Basic,No,3,60,9799,1,1,,
C00561,3,5,1.56,9,Desktop,Action,North America,On-Time,Standard,Yes,4,67,8462,5,1,,
C00562,12,1,4.69,7,Desktop,Sci-Fi,Europe,Delayed,Premium,Yes,1,45,6955,2,1,,
C00563,24,4,3.13,10,Desktop,Action,South America,Delayed,Premium,No,6,64,7085,3,5,,
C00564,1,1,1.44,10,Desktop,Documentary,South America,On-Time,Standard,Yes,10,20,5587,0,4,,
C00565,1,3,0.8,1,Tablet,Romance,Asia,On-Time,Basic,Yes,5,31,7530,2,3,,
C00566,12,7,4.34,3,Laptop,Comedy,North America,Delayed,Standard,Yes,1,49,6099,5,3,,
C00567,24,6,2.3,3,Laptop,Thriller,Asia,Delayed,Basic,Yes,7,50,5771,2,4,,
C00568,24,9,3.95,6,Laptop,Drama,South America,On-Time,Premium,No,8,19,7926,1,4,,
C00569,24,7,3.22,2,Tablet,Romance,South America,On-Time,Standard,Yes,4,34,1405,4,4,,
C00570,24,8,1.81,5,Smart TV,Sci-Fi,Africa,On-Time,Standard,Yes,10,28,8426,4,2,,
C00571,1,9,3.98,9,Tablet,Drama,Asia,Delayed,Standard,No,8,62,2551,5,1,,
C00572,12,6,3.6,1,Mobile,Drama,South America,On-Time,Premium,No,0,67,1824,2,2,,
C00573,12,5,3.15,3,Laptop,Thriller,South America,Delayed,Basic,No,6,54,3572,0,4,,
C00574,1,10,4.12,3,Laptop,Thriller,South America,Delayed,Basic,Yes,5,65,9048,4,1,,
C00575,3,10,1.04,2,Laptop,Sci-Fi,Europe,Delayed,Premium,Yes,2,33,9942,2,5,,
C00576,1,7,4.68,3,Desktop,Drama,Asia,On-Time,Basic,Yes,9,44,9874,1,1,,
C00577,12,5,4.72,6,Mobile,Romance,Africa,On-Time,Standard,No,10,59,1614,5,3,,
C00578,6,2,2.34,9,Mobile,Comedy,Europe,On-Time,Basic,Yes,0,66,5894,4,1,,
C00579,3,5,4.12,2,Mobile,Drama,Africa,Delayed,Premium,Yes,1,45,5574,3,4,,
C00580,6,8,3.39,8,Tablet,Documentary,Europe,On-Time,Basic,Yes,3,33,4415,5,5,,
C00581,1,7,1.89,6,Smart TV,Thriller,South America,On-Time,Standard,No,7,44,1208,1,1,,
C00582,1,4,3.8,2,Desktop,Romance,Africa,On-Time,Standard,Yes,3,52,1700,2,4,,
C00583,3,3,2.56,8,Desktop,Romance,Asia,Delayed,Standard,Yes,7,68,2452,0,5,,
C00584,6,3,1.81,2,Smart TV,Comedy,Asia,Delayed,Premium,Yes,0,47,2190,4,2,,
C00585,3,9,4,2,Tablet,Sci-Fi,Asia,On-Time,Standard,No,4,53,1972,2,5,,
C00586,24,2,4.73,10,Tablet,Thriller,Africa,Delayed,Standard,Yes,0,23,510,4,1,,
C00587,3,2,3.92,4,Desktop,Sci-Fi,Africa,On-Time,Basic,Yes,4,64,9950,5,4,,
C00588,1,10,3.87,10,Laptop,Action,South America,Delayed,Basic,Yes,1,64,9231,4,4,,
C00589,12,9,2.86,2,Laptop,Thriller,Asia,On-Time,Standard,Yes,8,45,9989,1,5,,
C00590,1,9,2.95,6,Mobile,Documentary,Asia,Delayed,Basic,Yes,0,27,8680,4,4,,
C00591,6,2,1.6,4,Laptop,Comedy,North America,Delayed,Premium,Yes,9,44,8893,3,1,,
C00592,12,2,3.92,10,Desktop,Drama,Africa,On-Time,Basic,Yes,3,60,3993,5,3,,
C00593,12,4,2.89,1,Mobile,Documentary,Europe,On-Time,Standard,No,3,50,8599,5,4,,
C00594,12,9,4.71,9,Laptop,Drama,North America,Delayed,Premium,Yes,8,34,906,0,4,,
C00595,1,7,2.17,10,Desktop,Drama,Africa,On-Time,Basic,Yes,9,61,7525,5,4,,
C00596,24,5,3.36,2,Mobile,Romance,North America,On-Time,Basic,Yes,7,26,5516,4,2,,
C00597,3,7,4.39,9,Tablet,Sci-Fi,Asia,On-Time,Basic,No,6,55,9651,0,3,,
C00598,1,4,4.08,2,Laptop,Action,Africa,Delayed,Standard,No,5,18,4197,5,4,,
C00599,1,7,0.97,9,Smart TV,Sci-Fi,Asia,On-Time,Premium,Yes,8,29,8992,0,1,,
C00600,12,10,4.59,2,Laptop,Documentary,Europe,Delayed,Standard,No,1,25,6944,0,5,,
C00601,1,3,2.7,3,Desktop,Thriller,North America,On-Time,Premium,Yes,3,47,7139,5,3,,
C00602,12,7,1.35,1,Laptop,Comedy,Africa,Delayed,Standard,Yes,7,69,6224,3,1,,
C00603,12,3,2.67,1,Desktop,Comedy,South America,On-Time,Standard,No,3,21,6574,4,4,,
C00604,12,9,1.61,7,Laptop,Action,South America,On-Time,Basic,No,8,62,4425,4,4,,
C00605,3,6,4.38,10,Laptop,Thriller,Asia,Delayed,Premium,Yes,6,42,1669,2,3,,
C00606,24,5,4.72,9,Laptop,Comedy,South America,Delayed,Standard,No,8,29,8797,3,1,,
C00607,6,6,2.7,5,Desktop,Comedy,Asia,Delayed,Standard,Yes,7,28,6859,4,2,,
C00608,6,2,2.73,1,Laptop,Thriller,South America,Delayed,Standard,No,3,18,3173,5,4,,
C00609,6,1,1.38,10,Mobile,Comedy,South America,On-Time,Standard,No,8,29,6021,0,1,,
C00610,3,1,3.97,10,Smart TV,Drama,Asia,Delayed,Premium,No,4,30,3071,5,3,,
C00611,12,10,3.11,9,Laptop,Romance,Africa,Delayed,Basic,Yes,2,48,2030,4,1,,
C00612,24,3,4.51,5,Desktop,Thriller,Africa,On-Time,Premium,No,8,46,9028,3,2,,
C00613,3,7,3.95,1,Desktop,Drama,Asia,On-Time,Premium,No,9,57,4712,5,5,,
C00614,24,3,0.66,3,Mobile,Sci-Fi,Europe,On-Time,Standard,No,5,36,8350,0,4,,
C00615,24,1,1.59,9,Desktop,Comedy,North America,Delayed,Premium,No,1,58,9727,3,3,,
C00616,3,1,2.43,6,Laptop,Drama,North America,On-Time,Standard,No,8,63,6442,4,1,,
C00617,1,6,4.5,7,Mobile,Action,Europe,On-Time,Standard,No,4,59,8981,2,2,,
C00618,1,5,0.66,10,Laptop,Romance,North America,On-Time,Premium,No,0,40,3833,1,4,,
C00619,1,10,4.73,7,Mobile,Thriller,Asia,Delayed,Standard,Yes,1,57,4077,2,3,,
C00620,24,7,4.76,6,Laptop,Drama,Africa,On-Time,Basic,Yes,0,47,942,1,5,,
C00621,12,4,4.86,5,Mobile,Drama,Europe,Delayed,Basic,Yes,2,30,3091,1,3,,
C00622,12,10,4.59,4,Laptop,Sci-Fi,Asia,Delayed,Standard,Yes,1,49,7392,4,4,,
C00623,12,8,1.05,5,Laptop,Romance,Asia,On-Time,Standard,Yes,6,45,9704,0,5,,
C00624,1,6,3.22,9,Tablet,Romance,Europe,Delayed,Standard,No,4,18,9529,2,3,,
C00625,6,4,2.73,9,Tablet,Sci-Fi,Africa,Delayed,Premium,No,4,32,3407,0,1,,
C00626,6,6,3.86,8,Laptop,Documentary,Asia,Delayed,Basic,Yes,2,31,3496,5,4,,
C00627,12,3,2.57,7,Smart TV,Sci-Fi,Asia,Delayed,Premium,Yes,1,64,1015,2,5,,
C00628,6,5,0.87,4,Desktop,Drama,South America,On-Time,Basic,Yes,8,43,1010,5,4,,
C00629,24,9,2.73,6,Tablet,Action,Europe,On-Time,Standard,No,9,27,6869,2,4,,
C00630,12,9,0.92,3,Mobile,Drama,North America,On-Time,Premium,Yes,10,46,1241,3,2,,
C00631,24,1,2.4,3,Tablet,Action,North America,Delayed,Standard,Yes,5,66,3925,1,3,,
C00632,1,3,1.64,7,Desktop,Drama,North America,Delayed,Standard,No,7,57,1709,1,4,,
C00633,1,2,2.82,9,Mobile,Comedy,Asia,On-Time,Standard,No,3,43,9580,1,5,,
C00634,6,7,3.86,10,Mobile,Comedy,Europe,Delayed,Standard,No,3,19,9499,3,5,,
C00635,3,5,3.14,10,Laptop,Thriller,Africa,Delayed,Basic,Yes,4,57,8838,2,2,,
C00636,3,4,2.11,1,Tablet,Documentary,South America,On-Time,Basic,Yes,9,62,3942,1,4,,
C00637,6,6,2.46,2,Desktop,Documentary,North America,Delayed,Basic,No,7,30,1851,1,1,,
C00638,6,8,4.92,10,Tablet,Sci-Fi,Africa,Delayed,Basic,No,0,48,4753,3,5,,
C00639,24,1,3.47,8,Mobile,Comedy,Europe,Delayed,Premium,Yes,6,39,6514,2,5,,
C00640,1,3,2.5,2,Laptop,Romance,Asia,On-Time,Basic,Yes,4,41,8649,1,5,,
C00641,24,1,3.07,5,Laptop,Thriller,South America,Delayed,Basic,Yes,0,68,4541,5,3,,
C00642,1,3,1.27,7,Laptop,Comedy,North America,Delayed,Premium,No,10,58,9209,1,3,,
C00643,12,10,3.26,4,Mobile,Action,North America,On-Time,Basic,No,2,34,2786,3,1,,
C00644,24,5,2.42,5,Tablet,Thriller,South America,Delayed,Standard,Yes,9,50,9248,5,1,,
C00645,6,4,0.92,7,Mobile,Drama,Asia,On-Time,Premium,Yes,2,59,9659,1,5,,
C00646,6,10,0.71,5,Laptop,Romance,North America,Delayed,Standard,Yes,4,20,4740,0,1,,
C00647,6,10,4.59,4,Tablet,Comedy,North America,Delayed,Basic,No,3,55,8163,5,3,,
C00648,24,8,4.12,8,Laptop,Documentary,Asia,Delayed,Premium,Yes,8,21,1572,4,5,,
C00649,24,3,1.74,9,Smart TV,Documentary,Asia,Delayed,Basic,No,7,44,718,2,2,,
C00650,6,8,0.89,4,Mobile,Drama,Africa,On-Time,Basic,Yes,5,62,1384,3,1,,
C00651,24,7,3.09,4,Desktop,Action,South America,On-Time,Basic,Yes,7,36,774,0,2,,
C00652,3,6,3.01,4,Laptop,Thriller,North America,On-Time,Standard,Yes,10,19,7354,1,5,,
C00653,6,5,1.25,3,Smart TV,Comedy,Europe,Delayed,Premium,No,6,66,5024,1,3,,
C00654,6,4,1.88,2,Tablet,Comedy,North America,On-Time,Standard,No,1,36,1280,1,4,,
C00655,12,4,3.57,1,Smart TV,Action,Asia,Delayed,Standard,No,4,23,7917,0,2,,
C00656,3,5,2.37,2,Smart TV,Sci-Fi,Asia,Delayed,Basic,Yes,5,54,7748,3,2,,
C00657,3,6,3.97,3,Desktop,Comedy,Africa,On-Time,Standard,No,2,63,650,4,3,,
C00658,24,8,2.94,6,Tablet,Thriller,Europe,On-Time,Standard,No,4,25,898,1,2,,
C00659,1,4,4.73,5,Laptop,Sci-Fi,South America,Delayed,Premium,No,9,27,3723,2,5,,
C00660,6,5,0.74,4,Desktop,Thriller,North America,Delayed,Premium,Yes,9,37,7081,2,4,,
C00661,12,8,4.67,3,Laptop,Thriller,Asia,Delayed,Standard,No,3,43,8683,1,1,,
C00662,6,10,3.56,2,Laptop,Romance,Europe,Delayed,Basic,Yes,3,26,5307,2,4,,
C00663,3,5,4.54,7,Smart TV,Drama,South America,On-Time,Basic,No,3,64,4552,0,3,,
C00664,24,1,4.77,3,Laptop,Comedy,North America,On-Time,Basic,No,4,56,811,4,5,,
C00665,3,1,3.74,9,Smart TV,Documentary,North America,On-Time,Premium,Yes,8,31,5338,5,4,,
C00666,6,10,4.09,7,Smart TV,Sci-Fi,South America,Delayed,Basic,No,0,20,573,2,5,,
C00667,3,3,2.2,10,Smart TV,Documentary,Europe,On-Time,Basic,No,9,48,2980,4,5,,
C00668,24,7,0.68,3,Mobile,Drama,Europe,Delayed,Standard,Yes,0,40,709,4,2,,
C00669,6,8,0.76,5,Tablet,Comedy,Europe,Delayed,Standard,Yes,2,37,9198,3,1,,
C00670,6,1,2.99,2,Mobile,Comedy,South America,On-Time,Premium,No,7,51,602,2,3,,
C00671,6,4,3.24,1,Smart TV,Thriller,North America,On-Time,Premium,Yes,0,65,6003,0,2,,
C00672,1,7,3.8,4,Mobile,Documentary,Europe,Delayed,Premium,Yes,2,47,5399,2,4,,
C00673,3,4,4.89,8,Mobile,Drama,Africa,On-Time,Premium,Yes,5,34,9691,0,4,,
C00674,24,1,4.35,8,Desktop,Documentary,Asia,On-Time,Standard,No,9,47,8220,4,5,,
C00675,6,3,1.32,5,Laptop,Romance,South America,On-Time,Premium,Yes,3,32,3035,1,1,,
C00676,12,3,4.46,9,Desktop,Thriller,South America,On-Time,Premium,Yes,3,50,8063,5,3,,
C00677,12,6,4.36,5,Desktop,Drama,North America,On-Time,Standard,Yes,7,70,534,2,2,,
C00678,3,5,2.73,2,Mobile,Documentary,North America,Delayed,Standard,No,3,27,747,4,2,,
C00679,3,4,4.18,3,Desktop,Documentary,Asia,On-Time,Basic,Yes,6,64,5515,3,1,,
C00680,24,4,4.24,3,Mobile,Drama,Europe,Delayed,Basic,No,7,61,9628,1,2,,
C00681,24,2,4.41,6,Smart TV,Thriller,North America,Delayed,Premium,No,4,24,3498,5,5,,
C00682,6,3,4.47,1,Mobile,Thriller,South America,Delayed,Basic,No,9,42,3205,3,3,,
C00683,6,6,3.35,1,Mobile,Action,Europe,On-Time,Basic,No,10,61,6255,5,2,,
C00684,6,1,3.41,2,Desktop,Action,Europe,Delayed,Standard,Yes,7,64,3133,3,3,,
C00685,24,7,1.73,6,Tablet,Documentary,Africa,Delayed,Basic,No,10,40,5740,1,1,,
C00686,3,2,2.56,6,Mobile,Drama,North America,On-Time,Standard,Yes,0,41,4293,5,4,,
C00687,6,6,1.06,8,Smart TV,Romance,Africa,Delayed,Basic,No,8,70,8166,2,1,,
C00688,1,9,2.66,9,Laptop,Documentary,Asia,Delayed,Basic,Yes,5,60,1995,4,1,,
C00689,24,9,3.4,7,Laptop,Action,Africa,Delayed,Standard,Yes,10,29,6818,3,1,,
C00690,6,5,3.87,6,Smart TV,Documentary,North America,Delayed,Basic,Yes,9,43,5374,2,1,,
C00691,3,9,0.77,9,Mobile,Sci-Fi,Asia,On-Time,Basic,Yes,10,50,4089,5,3,,
C00692,6,8,1.59,7,Mobile,Comedy,Europe,On-Time,Basic,No,3,66,5021,0,4,,
C00693,12,7,1.09,5,Tablet,Thriller,North America,On-Time,Standard,Yes,3,70,6509,1,2,,
C00694,12,10,1.24,8,Smart TV,Documentary,South America,On-Time,Premium,No,1,22,7421,5,5,,
C00695,6,3,2.92,6,Laptop,Comedy,Europe,Delayed,Basic,Yes,0,54,2905,1,2,,
C00696,12,7,3.7,5,Laptop,Action,Africa,Delayed,Premium,No,6,58,6155,4,3,,
C00697,3,7,1.51,6,Tablet,Drama,South America,On-Time,Standard,No,9,24,6565,0,5,,
C00698,6,5,1.44,5,Mobile,Documentary,Asia,On-Time,Premium,Yes,9,49,6239,1,1,,
C00699,6,9,2.4,5,Tablet,Sci-Fi,North America,Delayed,Standard,Yes,1,26,5457,3,1,,
C00700,1,2,2.25,3,Tablet,Documentary,Asia,On-Time,Standard,Yes,9,48,4801,3,5,,
C00701,24,2,2.61,10,Laptop,Comedy,North America,On-Time,Basic,Yes,7,19,1683,3,1,,
C00702,1,6,2.89,8,Tablet,Documentary,Africa,On-Time,Premium,No,0,32,3964,5,1,,
C00703,3,9,3.14,10,Mobile,Thriller,South America,On-Time,Standard,Yes,3,63,7700,0,1,,
C00704,3,7,4.41,3,Laptop,Sci-Fi,Asia,Delayed,Premium,Yes,2,19,8463,5,4,,
C00705,24,7,3.31,10,Desktop,Sci-Fi,Africa,On-Time,Basic,Yes,9,27,6775,0,5,,
C00706,12,9,2.9,4,Desktop,Thriller,Europe,Delayed,Premium,Yes,2,66,6235,4,2,,
C00707,3,4,3.92,3,Smart TV,Romance,North America,On-Time,Standard,Yes,2,62,3821,5,3,,
C00708,1,4,3.52,4,Desktop,Romance,Africa,On-Time,Premium,No,7,52,2337,3,2,,
C00709,6,5,1.7,10,Smart TV,Action,Asia,On-Time,Standard,No,9,34,3137,1,1,,
C00710,24,1,1.27,8,Smart TV,Sci-Fi,South America,On-Time,Standard,No,8,32,714,4,2,,
C00711,6,10,1.65,3,Mobile,Comedy,Europe,Delayed,Basic,No,5,41,1357,1,1,,
C00712,1,6,4.32,5,Mobile,Documentary,North America,Delayed,Basic,No,6,62,7624,4,5,,
C00713,1,9,2.64,1,Laptop,Action,South America,On-Time,Standard,Yes,0,62,8148,3,2,,
C00714,6,1,4.1,10,Mobile,Thriller,South America,Delayed,Basic,Yes,7,31,9672,1,2,,
C00715,3,7,0.94,3,Smart TV,Comedy,Asia,On-Time,Standard,Yes,4,67,1032,2,3,,
C00716,3,4,2.55,5,Desktop,Comedy,North America,On-Time,Basic,Yes,9,22,5463,1,1,,
C00717,3,8,2.87,5,Smart TV,Action,Africa,Delayed,Premium,No,3,61,664,5,2,,
C00718,1,6,2.64,1,Desktop,Thriller,Africa,On-Time,Standard,No,10,33,2735,5,3,,
C00719,3,7,0.87,9,Desktop,Sci-Fi,Africa,On-Time,Standard,No,5,41,1451,4,3,,
C00720,6,9,2.88,9,Tablet,Thriller,Africa,On-Time,Standard,Yes,1,45,5439,4,2,,
C00721,1,6,4.56,3,Desktop,Romance,Europe,Delayed,Basic,Yes,6,41,9457,1,3,,
C00722,24,5,1.51,6,Tablet,Comedy,Asia,On-Time,Standard,Yes,5,31,3531,2,3,,
C00723,24,6,3.81,4,Laptop,Comedy,South America,On-Time,Premium,No,0,22,526,3,1,,
C00724,3,9,4.34,1,Tablet,Romance,Europe,On-Time,Basic,Yes,6,39,902,4,4,,
C00725,3,7,2.75,7,Smart TV,Drama,Europe,Delayed,Standard,Yes,0,39,4684,3,3,,
C00726,6,9,2.23,9,Tablet,Thriller,Europe,Delayed,Standard,Yes,4,41,6564,1,2,,
C00727,3,8,0.99,2,Laptop,Thriller,North America,On-Time,Basic,Yes,9,67,3407,2,1,,
C00728,12,6,4.23,5,Smart TV,Documentary,South America,On-Time,Basic,No,10,26,9949,4,4,,
C00729,6,10,3.94,4,Desktop,Sci-Fi,Europe,On-Time,Standard,Yes,6,57,1765,1,2,,
C00730,3,1,4.07,6,Smart TV,Documentary,South America,On-Time,Standard,No,5,23,6736,0,1,,
C00731,3,5,3.69,7,Smart TV,Drama,Africa,Delayed,Basic,No,0,18,1335,4,4,,
C00732,3,3,3.68,5,Mobile,Romance,North America,On-Time,Basic,No,10,22,6376,3,4,,
C00733,1,9,4.28,2,Desktop,Sci-Fi,Africa,On-Time,Standard,Yes,0,30,5896,4,1,,
C00734,24,10,4.99,2,Smart TV,Action,Europe,On-Time,Premium,Yes,6,35,5855,0,1,,
C00735,1,1,4.28,9,Laptop,Romance,Europe,On-Time,Standard,Yes,0,39,8015,2,5,,
C00736,24,7,3.25,1,Smart TV,Drama,Africa,On-Time,Premium,Yes,10,69,4794,1,1,,
C00737,12,1,1.51,7,Mobile,Drama,South America,Delayed,Basic,No,8,57,6405,2,1,,
C00738,3,1,4.45,9,Mobile,Documentary,Asia,On-Time,Basic,No,9,53,8246,4,2,,
C00739,1,3,1.64,3,Laptop,Comedy,South America,Delayed,Basic,No,3,27,2490,2,2,,
C00740,3,3,0.87,10,Smart TV,Romance,Asia,On-Time,Basic,Yes,7,61,9455,4,4,,
C00741,24,9,1.42,6,Mobile,Sci-Fi,Asia,Delayed,Standard,Yes,8,59,9449,4,1,,
C00742,6,7,2.32,3,Desktop,Romance,South America,Delayed,Standard,Yes,6,37,7067,1,3,,
C00743,12,4,3.62,3,Mobile,Drama,South America,Delayed,Basic,Yes,5,25,6202,3,3,,
C00744,24,8,2.86,5,Tablet,Sci-Fi,Africa,Delayed,Basic,No,4,52,7842,3,1,,
C00745,1,9,2.34,10,Tablet,Sci-Fi,Africa,Delayed,Premium,Yes,3,27,6645,4,3,,
C00746,6,4,3.32,6,Laptop,Action,North America,On-Time,Basic,No,6,63,3952,2,2,,
C00747,6,10,4.83,10,Tablet,Sci-Fi,Asia,Delayed,Standard,No,2,42,8787,5,2,,
C00748,1,2,2.15,9,Tablet,Thriller,Europe,On-Time,Premium,No,1,56,5507,2,1,,
C00749,12,10,0.85,4,Smart TV,Drama,Europe,Delayed,Basic,Yes,7,22,7770,1,3,,
C00750,12,4,4.68,2,Laptop,Drama,Africa,Delayed,Basic,Yes,4,19,1727,1,5,,
C00751,12,8,4.3,2,Desktop,Documentary,Europe,On-Time,Standard,No,2,57,1359,5,4,,
C00752,12,9,2.37,6,Smart TV,Sci-Fi,South America,On-Time,Standard,No,6,49,2730,1,4,,
C00753,1,5,1.1,5,Mobile,Romance,Asia,On-Time,Basic,Yes,5,19,3648,2,1,,
C00754,1,2,2.16,6,Tablet,Romance,South America,Delayed,Basic,No,2,54,9695,3,3,,
C00755,24,6,1.82,4,Smart TV,Action,North America,On-Time,Standard,Yes,5,49,8151,5,4,,
C00756,1,5,2.83,6,Laptop,Sci-Fi,Asia,Delayed,Premium,Yes,7,48,3489,0,3,,
C00757,24,8,2.96,6,Mobile,Romance,South America,On-Time,Standard,No,4,24,3513,2,3,,
C00758,24,10,3.84,2,Tablet,Drama,South America,On-Time,Standard,Yes,8,22,4694,2,1,,
C00759,6,3,1.58,1,Mobile,Drama,South America,Delayed,Standard,No,8,58,4513,1,2,,
C00760,3,6,2.32,5,Laptop,Drama,South America,On-Time,Premium,Yes,9,20,8100,4,3,,
C00761,6,10,0.51,4,Tablet,Sci-Fi,Africa,Delayed,Premium,No,5,40,4090,1,3,,
C00762,12,1,1.08,2,Tablet,Drama,Asia,Delayed,Basic,Yes,7,63,8183,4,4,,
C00763,1,3,3.52,7,Laptop,Documentary,Asia,Delayed,Basic,Yes,5,47,4022,0,1,,
C00764,6,2,3.21,6,Smart TV,Action,Africa,On-Time,Premium,Yes,6,29,3085,5,4,,
C00765,12,9,3.21,7,Tablet,Documentary,Africa,Delayed,Basic,Yes,1,65,2317,2,2,,
C00766,6,8,0.99,7,Smart TV,Sci-Fi,Europe,Delayed,Basic,No,6,26,3665,1,3,,
C00767,12,1,3.68,1,Laptop,Action,Asia,Delayed,Basic,Yes,8,28,3664,3,2,,
C00768,12,1,3.25,1,Mobile,Documentary,Asia,Delayed,Standard,Yes,5,34,2297,2,5,,
C00769,1,7,3.34,3,Mobile,Romance,North America,On-Time,Standard,Yes,7,49,6561,3,5,,
C00770,1,9,1.37,5,Laptop,Romance,North America,Delayed,Premium,Yes,10,49,8200,5,1,,
C00771,6,5,1.15,1,Smart TV,Drama,Europe,Delayed,Basic,Yes,9,69,2050,1,1,,
C00772,3,6,2.32,7,Desktop,Comedy,Asia,On-Time,Premium,No,1,38,1848,2,3,,
C00773,3,6,0.6,5,Laptop,Thriller,Asia,Delayed,Premium,Yes,6,23,5306,4,3,,
C00774,24,8,3.07,4,Laptop,Drama,North America,On-Time,Basic,No,0,61,2649,4,3,,
C00775,6,2,2.43,7,Laptop,Documentary,Asia,Delayed,Basic,No,4,27,2232,3,1,,
C00776,1,4,2.3,6,Desktop,Drama,Europe,Delayed,Basic,Yes,9,21,5311,0,4,,
C00777,1,5,1.98,7,Desktop,Romance,North America,Delayed,Premium,Yes,3,51,6143,5,4,,
C00778,3,1,4.14,10,Mobile,Romance,North America,Delayed,Standard,Yes,8,62,1371,1,3,,
C00779,1,4,0.69,8,Smart TV,Drama,South America,On-Time,Premium,Yes,4,42,5692,3,1,,
C00780,3,3,4.57,2,Desktop,Sci-Fi,Asia,On-Time,Premium,Yes,9,36,4908,2,3,,
C00781,6,6,3.5,2,Laptop,Thriller,Asia,Delayed,Premium,No,1,68,5061,4,4,,
C00782,6,2,1.03,7,Smart TV,Documentary,Asia,On-Time,Standard,No,9,69,2174,5,3,,
